Measure	NumValues	Units	Minimum	25%	50%	75%	Maximum	Mean	StdDev
Butylated hydroxyanisole	0	[]							
Butylparaben	1	['% recovery']	113.0	113.0	113.0	113.0	113.0	113.0	
C1-Benzo[a]anthracenes/chrysenes	13	['pg/l']	314.0	448.0	1000.0	1710.0	11622.0	2362.0	3269.502994850033
C1-C3 Fluorenes	32	['pg/l' 'ng/g' 'ug/l' 'ug/kg     ']	0.0	0.0	0.00788	5.825	51000.0	1735.315239375	8997.112689512816
C1-C4 Chrysenes	23	['ng/g' 'ug/kg     ']	0.0	0.0	2.9	6.04	34.7	6.26695652173913	9.62563123539656
C1-C4 Fluoranthenes	7	['ug/kg     ']	2.31	4.29	5.95	16.15	118.0	23.87714285714286	42.25160222377597
C1-C4 Phenanthrenes	7	['ug/kg     ']	5.42	14.0	22.5	35.099999999999994	42.5	24.08857142857143	13.83920449131311
C1-Fluoranthenes/pyrenes	29	['ng/g' 'pg/l' 'ug/l']	0.00677	5.0	15.0	464.0	60000.0	2681.558854137931	11108.609943324664
C1-Phenanthrenes/anthracenes	40	['pg/l' 'ng/g' 'ug/l']	0.0142	19.75	542.5	1670.75	11100.0	1229.7822999999999	1981.5110906195869
C2-Benzo[a]anthracenes/chrysenes	17	['pg/l']	43.8	285.0	351.0	1000.0	4270.0	846.1529411764704	1178.5203191489993
C2-Chrysenes	0	[]							
C2-Dibenzothiophenes	12	['pg/l' 'ug/l']	0.006509999999999999	0.036975	569.0	848.5	18000.0	1962.1737083333335	5070.894560335671
C2-Fluoranthenes/pyrenes	0	[]							
C2-Fluorenes	13	['pg/l' 'ng/g' 'ug/l']	0.0	14.0	730.0	962.0	3400.0	960.5495307692307	1137.644247195872
C2-Naphthalenes	23	['ng/g' 'pg/l' 'ug/l' 'ug/kg']	0.00695	12.0	34.0	1855.0	38121.0	2478.256436956522	7888.22165467095
C2-Phenanthrenes/anthracenes	18	['ug/l' 'pg/l' 'ng/g']	0.0	2.5	29.5	856.75	96000.0	5749.891392777778	22537.751028550323
C3-Benzo[a]anthracenes/chrysenes	4	['pg/l']	34.7	58.325	78.75	97.475	116.0	77.05	34.79180938094482
C3-Chrysenes	1	['ug/l']	0.0206	0.0206	0.0206	0.0206	0.0206	0.0206	
C3-Dibenzothiophenes	10	['pg/l']	32.9	302.0	342.0	614.5	4200.0	777.5899999999999	1224.4229175411574
C3-Fluorenes	15	['pg/l' 'ug/l']	0.00771	690.5	3010.0	5236.5	22000.0	5515.201267333334	7291.378718891525
C3-Naphthalenes	20	['ng/g' 'pg/l' 'ug/l']	0.0252	6.175000000000001	1105.0	1830.0	5700.0	1269.67126	1490.390037103239
C3-Phenanthrenes/anthracenes	15	['ng/g' 'pg/l']	2.3	3.55	10.0	131.0	1880.0	232.23333333333332	519.6322719916827
C4-Benzo[a]anthracenes/chrysenes	9	['pg/l']	14.4	22.4	46.9	50.7	92.3	41.56666666666666	24.995549603879486
C4-Chrysenes	2	['pg/l']	0.0	1640.25	3280.5	4920.75	6561.0	3280.5	4639.327591364939
C4-Naphthalenes	13	['pg/l' 'ng/g' 'ug/l']	0.0098	2.4	280.0	2020.0	4560.0	1174.2844923076923	1589.7998488431292
C4-Phenanthrenes/anthracenes	10	['pg/l' 'ug/l']	0.0169	1142.5	2145.0	4312.5	6750.0	2846.50169	2387.8164429861913
CFC-11	21	['ug/l' 'pg/kg']	0.02	0.11	0.39	4.6	12000.0	598.8404761904762	2614.3250666270947
CFC-113	13	['ug/l' 'pg/kg']	0.021	0.298	2.96	15.5	190.0	33.98730769230769	64.93344547481497
CFC-12	6	['ug/l' 'pg/kg']	0.03	0.14	0.44999999999999996	172.675	250.0	80.175	123.96157594190224
Cacodylic acid	0	[]							
Cadmium	1389	"['mg/l' 'ug/l' 'mg/kg' 'ug/l      ' 'ug/g' 'ug/g      ' '%' 'mg/kg     '
 'mg/l      ']"	-0.15	0.0	0.0	0.09699999999999999	12000.0	103.4032837369888	915.8938933345651
Caffeine	11	['ug/l' 'ng/l']	0.005	0.029500000000000002	0.344	56.95	196.0	40.687	67.9238668746119
Calcium	6234	"['mg/l' '%         ' 'mg/l      ' 'ppm       ' 'ueq/L     ' 'ug/l' 'ueq/L'
 'mg/kg' '%']"	0.0	13.0	33.0	81.0	39000.0	95.20161384343929	699.0380333034975
Calcium carbonate	0	[]							
Calcium hydroxide	0	[]							
Camphor	0	[]							
Cannabidiol	0	[]							
Cannabinol	0	[]							
Canopy Cover	329	['None']	0.0	2.0	14.0	16.0	17.0	10.297872340425531	6.863834283330217
Captan	49	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbamazepine	4	['ug/l' '% recovery']	0.023	0.038	34.871500000000005	79.275	108.0	44.441500000000005	53.60940430247912
Carbamazepine 10,11 epoxide	2	['% recovery']	88.3	92.725	97.15	101.575	106.0	97.15	12.515790027001893
Carbaryl	122	['ug/l' '% recovery' 'ng/l']	0.0	0.0	0.006	0.01975	302.0	5.651991803278683	36.15732678846065
Carbazole	0	[]							
Carbofuran	74	['ug/l' '% recovery' 'ng/l']	0.0	0.0	0.0	0.005	4020.0	55.57186486486488	467.28167462203186
Carbon	15	['mg/l      ' 'mg/l']	3.97	11.82	30.76	39.05	53.41	26.040666666666667	16.82290804938597
Carbon dioxide	4683	['mg/l      ' 'mg/l' '%']	0.0	1.8	4.1	11.0	1330.0	12.375084347640392	35.9752890979587
Carbon disulfide	5	['ug/l']	0.1	0.1	0.1	0.1	0.5	0.18	0.17888543819998318
Carbon monoxide	0	[]							
Carbon tetrachloride	110	['ug/l' 'ug/l      ']	0.0	0.0	0.0	0.0	1.2	0.019927272727272727	0.13071291528327084
Carbon-13/Carbon-12 ratio	183	['per mil']	-39.64	-16.075000000000003	-13.75	-12.105	-1.73	-13.834863387978148	4.211958232409752
Carbon-14	301	['pct modern']	0.02	0.25	1.56	77.85	111.3	34.42093687707639	40.87593757292915
Carbonaceous biochemical oxygen demand, non-standard conditions	7	['mg/l']	1.4	2.1	3.8	29.45	160.0	32.614285714285714	59.063537216894055
Carbonaceous biochemical oxygen demand, standard conditions	10	['mg/l']	1.1	2.3249999999999997	5.6	20.700000000000003	310.0	46.96	97.14340144572067
Carbonate	127	['mg/l      ' 'mg/l' 'ueq/L']	0.0	0.0	0.0	0.0	53.815	2.8521071267795275	9.821030792285104
Carbonate (CO3)	2723	['mg/l' 'mg/l CaCO3']	0.0	0.0	0.0	0.0	556.0	5.9758354755784096	31.92085828992626
Carbophenothion	107	['ug/l' 'ug/kg']	-0.03	0.0	0.0	0.0	0.04	9.345794392523367e-05	0.004855521483138005
Carbophenothion-methyl	42	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carboxin	0	[]							
Carisoprodol	1	['% recovery']	96.4	96.4	96.4	96.4	96.4	96.4	
Cations-Anions	6	['meq/L']	7.9	10.375	10.649999999999999	11.0	11.6	10.366666666666665	1.2894443247642242
Celecoxib	0	[]							
Cerium	72	['ppm       ' 'mg/kg']	11.81	37.75	66.5	86.4825	229.0	72.38777777777779	44.75730829368987
Cesium	9	['ppm       ' 'ug/l      ' 'mg/kg']	1.3	1.8	3.8110000000000004	5.63	1800.0	203.23655555555558	598.7905394562257
Cesium-137	4	['pCi/g']	0.08	0.08	0.145	1.28	4.49	1.215	2.1841932148965215
Channel vegetative cover	1	['%         ']	94.0	94.0	94.0	94.0	94.0	94.0	
Chemical oxygen demand	3	['mg/l      ' 'mg/kg']	4.02	7.51	11.0	21005.5	42000.0	14005.006666666666	24244.37565663701
Chemical oxygen demand, (high level)	118	['mg/l']	0.0	10.0	20.5	59.75	480.0	55.79661016949152	82.37423040347441
Chemical oxygen demand, (low level)	59	['mg/l']	0.0	6.0	9.0	19.0	130.0	15.830508474576272	20.387752021633396
Chloramben-methyl	0	[]							
Chloramphenicol	0	[]							
Chlordane	68	['ng/g' 'ug/l' 'ug/kg     ']	0.0	0.0	0.0	0.0	134.0	6.992338235294118	26.172545001186112
Chlordane, technical	65	['ug/kg' 'ug/l']	0.0	0.0	0.0	0.1	69.0	2.2446153846153845	10.366035747352244
Chlordane, technical, and/or chlordane metabolites	3	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.5	1.0	0.3333333333333333	0.5773502691896258
Chlordiazepoxide hydrochloride	0	[]							
Chloride	7826	['mg/l' 'mg/l      ' 'ppm       ' 'ueq/L     ' 'ueq/L' 'ug/l      ' 'ug/l']	0.0	6.1	33.0	115.0	220000.0	252.2235605433168	2809.6884957066436
Chlorimuron-ethyl	0	[]							
Chlorinated naphthalenes	28	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlorine	149	['mg/l' 'mg/l      ']	-0.611	0.0	0.0	1.0	7.4	0.6161073825503356	1.1629661119655492
Chlorobenzene	115	['ug/l' 'ug/kg     ' 'ug/l      ']	0.0	0.0	0.0	0.0	1.21	0.016756521739130434	0.1302192207835685
Chlorodibromomethane	23	['ug/l']	0.04	0.09	0.12	0.33499999999999996	6.81	0.5256521739130433	1.3968953435352678
Chloroethane	94	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chloroform	308	['ug/l' 'ug/l      ' 'ug/kg     ']	0.0	0.0	0.05	100.0	30000.0	404.8350584415584	2320.8326907285837
Chloromethane	113	['ug/l']	0.0	0.0	0.0	0.0	0.7	0.023008849557522124	0.09449947992820056
Chloroneb	0	[]							
Chlorophyll	6736	['ug/l']	-0.28	1.07	2.34	5.23	70.0	4.220584337885985	5.47467854722325
Chlorophyll a	8550	['ug/l' 'mg/m3' 'ug/l      ' 'mg/m2']	0.0	1.48	2.8505000000000003	5.31	6900.0	6.01103243494593	78.907109184528
Chlorophyll a, uncorrected for pheophytin	48	['mg/m3' 'ug/l']	0.0123	0.7050000000000001	1.8450000000000002	3.4725	110.0	5.9059920208333345	16.226351006993895
Chlorophyll b	73	['ug/l' 'mg/m2']	0.0	0.09	0.6	1.7	27.3	2.213287671232877	4.941920469815836
Chlorophyll c	6	['ug/l']	0.0	0.575	7.65	15.25	29.0	10.049999999999999	11.53494690061467
Chlorothalonil	53	['ug/l' 'ng/l']	0.0	0.0	0.0	0.0	3.4	0.06415094339622641	0.4670259174255426
Chlorpheniramine	1	['% recovery']	145.0	145.0	145.0	145.0	145.0	145.0	
Chlorpropham	69	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlorpyrifos	289	['ug/l' 'pg/l' 'ng/l' 'ug/kg     ' 'ug/kg']	-0.2	0.0	0.006	0.054000000000000006	450.0	17.714452249134958	69.12127213546388
Chlorpyrifos-methyl	4	['ug/l' 'pg/l']	-0.003	5.84925	14.9	30.0	54.0	20.94925	23.842229389258044
Chlorsulfuron	2	['% recovery']	75.0	79.75	84.5	89.25	94.0	84.5	13.435028842544403
Chlorthal-Monomethyl	1	['% recovery']	98.5	98.5	98.5	98.5	98.5	98.5	
Chlorthal-dimethyl	157	['ug/l' 'pg/l' 'ng/l' 'ug/kg']	-0.001	0.0031	0.165	20.0	7091.62	120.37447324840763	609.2437268792231
Cholesterol	1	['ug/l']	0.8	0.8	0.8	0.8	0.8	0.8	
Chromium	1787	"['ug/l' 'mg/l' 'ppm       ' 'mg/kg' 'ppb       ' 'ug/l      ' 'mg/kg     '
 'ug/g' 'ug/g      ']"	0.0	0.14555	0.84	4.7	950.0	10.436402682853961	39.376964441629354
Chromium(VI)	65	['ug/l' 'mg/l']	-0.03	0.0	2.1	5.0	45.0	5.441701538461539	9.31802368411102
Chrysene	82	['ug/l' 'pg/l' 'ng/g' 'ng/g      ' 'ug/kg     ']	-0.08800000000000001	13.950000000000001	121.0	478.5	9150.0	696.2402781707317	1678.0648705861038
Cimetidine	0	[]							
Clenbuterol	3	['% recovery']	89.3	99.15	109.0	110.5	112.0	103.43333333333334	12.33139624427556
Clenbuterol hydrochloride	0	[]							
Clobazam	0	[]							
Clomazone	6	['ng/l']	30.4	35.199999999999996	51.05	91.5	19400.0	3277.9	7898.228450988234
Clonidine hydrochloride	0	[]							
Clopidogrel carboxylic acid	1	['% recovery']	86.3	86.3	86.3	86.3	86.3	86.3	
Clopyralid	0	[]							
Clostridium perfringens	5	['cfu/100ml']	2.0	3.0	4.0	5.0	5.0	3.8	1.3038404810405297
Clothianidin	2	['% recovery']	78.5	82.875	87.25	91.625	96.0	87.25	12.374368670764582
Cloud cover	20	['%         ' '%']	0.0	0.0	10.0	100.0	100.0	41.75	46.31911620827614
Cloud cover (percent)	5	['%']	5.0	25.0	40.0	90.0	100.0	52.0	41.32190702278877
Cobalt	276	['ug/l' 'ppm       ' 'ppb       ' 'mg/l' 'mg/kg']	0.0	0.06425	0.20700000000000002	2.0	120.0	5.18345951014493	14.268914320139153
Cocaethylene	1	['% recovery']	104.0	104.0	104.0	104.0	104.0	104.0	
Cocaine hydrochloride	1	['% recovery']	95.6	95.6	95.6	95.6	95.6	95.6	
Codeine	2	['% recovery']	86.2	90.65	95.1	99.55	104.0	95.1	12.586500705120544
Color	40	['PCU']	0.0	0.0	1.0	5.0	40.0	4.8	7.75655223434372
Colored dissolved organic matter (CDOM)	4245	['ug/l']	-1.52	0.81	1.13	1.76	23.99	1.4225088339222638	1.4972252832341495
Conductivity	3218	['uS/cm' 'mS/cm' 'None' 'mho/cm' 'S/m']	0.0	335.0	926.9	3895.25	54400.0	1947.212885331254	2615.6871969925282
Copper	5154	"['ug/l' 'mg/l' 'ug/l      ' 'mg/kg' 'ppm       ' 'ppb       ' 'ug/g'
 'ug/g      ' 'mg/kg     ' 'ug/kg' 'mg/l      ']"	0.0	1.70051	30.2	677.0	466000.0	2585.3299729001424	19762.045148056914
Coronene	16	['pg/l']	130.0	355.0	765.0	3534.5	6125.0	2087.0625	2132.9930604278425
Corrosion & scaling control, Langelier Saturation Index	5	['None']	-0.6	0.1	0.4	0.4	0.5	0.15999999999999998	0.4505552130427524
Cotinine	2	['% recovery']	98.6	104.44999999999999	110.3	116.15	122.0	110.3	16.546298679765215
Coumaphos	0	[]							
Count	18400	['count' 'None' 'NTU' nan]	0.0	1.0	2.0	8.0	21493.0	15.120492370526181	218.32696106293585
Cryptochironomus	1	['count']	3.0	3.0	3.0	3.0	3.0	3.0	
Cumene	6	['ug/l      ' 'ug/l']	0.005	0.009250000000000001	0.0115	0.0265	0.045	0.01883333333333333	0.015702441423761676
Cyanazine	164	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	83.5	0.549298780487805	6.525247207483528
Cyanide	38	['ug/l' 'mg/l' 'mg/l      ' 'ug/l      ']	0.0	0.0	0.01	0.535	1.0	0.26236842105263153	0.39121615101329316
Cycloate	0	[]							
Cyclohexane	0	[]							
Cyclohexene, 1-methyl-4-(1-methylethenyl)-, (4R)-	0	[]							
Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-	1	['ug/l']	0.01	0.01	0.01	0.01	0.01	0.01	
Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, methyl ester, (1R,3R)-rel-	0	[]							
Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, methyl ester, (1R,3S)-rel-	0	[]							
Cyfluthrin	2	['ug/l']	-0.0012	-0.0009	-0.0006	-0.0003	0.0	-0.0006	0.000848528137423857
Cylindrospermopsin	0	[]							
Cymene	4	['ug/l      ']	0.004	0.01225	0.0205	0.06775	0.193	0.059500000000000004	0.08945203556469057
Cyproconazole	0	[]							
Dalapon	0	[]							
Decabromodiphenyl oxide	0	[]							
Decachlorobiphenyl	32	['ng/kg' 'ug/kg     ' 'ng/g' 'ng/g      ']	0.0	0.07500000000000001	0.41000000000000003	2.9025	400.0	21.880468750000002	75.49237154581841
Decafluorobiphenyl	1	['% recovery']	123.0	123.0	123.0	123.0	123.0	123.0	
Decane	0	[]							
Dehydroaripiprazole hydrochloride	0	[]							
Deltamethrin	0	[]							
Demeton	68	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Demeton-S	3	['ug/l']	0.04	0.145	0.25	0.25	0.25	0.18000000000000002	0.1212435565298214
Density	14606	['kg/m3' 'g/cm3     ' 'kg/m3     ']	-1.0	24.635	25.068	25.51	26.30645	25.031838026153498	0.6547318429978114
Density as sigma-t	1508	['None' 'kg/m3     ']	22.5147	24.679499999999997	25.15205	25.682525000000002	31.1	25.14436903183021	0.8006275496927383
Depth	9433	['m         ' 'ft        ' 'cm' 'm' 'ft']	0.0	17.8	20.5	23.1	5310.0	60.889471006042335	162.72018916502634
Depth of pond or reservoir in feet	1	['ft']	164.0	164.0	164.0	164.0	164.0	164.0	
Depth of water column	1	['ft']	15.0	15.0	15.0	15.0	15.0	15.0	
Depth to water level below land surface	648	['ft']	-155.0	13.6	31.25	76.9625	544.94	60.90787037037041	81.51959663377896
Depth, Secchi disk depth	5855	['ft' 'cm        ' 'm         ' 'ft        ' 'm' 'ft/sec']	0.01	30.0	44.0	65.0	30000.0	274.97477774551675	1888.0189069195649
Depth, bottom	80	['ft        ' 'm         ']	0.1333	2.475	3.4	6.0	38.0	4.96361875	5.043784594349858
Depth, data-logger (non-ported)	74	['m']	0.03	0.535	1.0150000000000001	2.4675000000000002	4.2	1.5578378378378377	1.2326541919390246
Depth, data-logger (ported)	1	['m         ']	9.7	9.7	9.7	9.7	9.7	9.7	
Depth, from ground surface to well water level	628	['m']	-4.45	4.405	9.91	22.9	151.0	18.37449363057328	23.33387949195536
Desethyl-desisopropyl Atrazine	9	['% recovery']	79.3	84.5	99.5	108.0	114.0	97.48888888888888	13.192274675396623
Desethylatrazine	0	[]							
Desisopropyl atrazine	2	['ug/l' '% recovery']	0.024	15.518	31.012	46.506	62.0	31.012	43.82364987081747
Desmethylcitalopram	0	[]							
Desmethylvenlafaxine	2	['% recovery']	92.2	95.15	98.1	101.05	104.0	98.1	8.343860018001259
Detergent, severity	0	[]							
Deuterium/Hydrogen ratio	656	['None      ' 'per mil']	-238.0	-77.85	-62.31	-49.5	19.5	-65.3944817073171	23.159342191075492
Dextromethorphan hydrobromide	0	[]							
Dextrorphan tartrate	0	[]							
Di(2-ethylhexyl) adipate	0	[]							
Di(2-ethylhexyl) phthalate	7	['ug/l      ' 'ug/l' 'ug/kg']	10.0	14.5	27.0	97.5	210.0	67.28571428571429	82.15374669020333
Di-n-octyl phthalate	1	['ug/kg']	60.0	60.0	60.0	60.0	60.0	60.0	
Diazepam	0	[]							
Diazinon	364	['ug/l' 'pg/l' 'ug/kg' '% recovery' 'ng/l']	-0.05	0.0	0.0195	0.246	98002.5	874.6845378708794	5890.381953121709
Dibenz[a,h]anthracene	80	['ug/l' 'ng/g' 'pg/l' 'ug/kg     ' '% recovery' 'ng/g      ']	-0.004	10.924999999999999	105.5	490.0	4652.0	494.11937212500004	867.1542428033075
Dibenzofuran	0	[]							
Dibenzothiophene	33	['pg/l' 'ng/g' 'ug/l' 'ng/g      ' 'ug/kg     ']	-0.08800000000000001	5.6	79.3	132.0	3200.0	200.7381363636364	555.6649228927773
Dibenzothiophene (C1-C3)	11	['pg/l' 'ug/l']	0.0056700000000000006	103.7	152.0	188.2	2400.0	341.98481545454547	688.0583090669834
Dibromoacetic acid	50	['ug/l']	0.0	0.0	0.0	0.0	25.0	1.6900000000000004	4.842340891151967
Dibromochloroethane	0	[]							
Dibromodichloromethane	222	['ug/l']	0.0	0.0	0.0	0.0	540.0	7.633918918918919	48.60224640035489
Dibromomethane	123	['ug/l']	0.0	0.0	0.0	0.0	0.46	0.005934959349593497	0.04382897833165513
Dibutyl phthalate	2	['ug/l' 'ug/kg']	0.5	5.625	10.75	15.875	21.0	10.75	14.495689014324224
Dicamba	57	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dichlobenil	0	[]							
Dichlofenthion	2	['ug/l']	-0.03	-0.012499999999999999	0.005000000000000001	0.0225	0.04	0.005000000000000001	0.04949747468305833
Dichloran	58	['ng/l' 'ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dichloroacetic acid	61	['ug/l']	0.0	4.1	60.0	140.0	380.0	89.58688524590163	95.02392062950926
Dichlorobenzene	98	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dichlorobromomethane	236	['ug/l']	0.0	0.0	0.099	30.0	3800.0	72.55537288135594	398.14663782490123
Dichlorodifluoromethane	0	[]							
Dichloroprop	1	['% recovery']	91.2	91.2	91.2	91.2	91.2	91.2	
Dichlorprop	53	['ug/l']	0.0	0.0	0.0	0.0	0.34	0.007358490566037736	0.04691034589004805
Dichlorvos	2	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diclofenac	2	['% recovery']	95.1	95.99999999999999	96.9	97.80000000000001	98.7	96.9	2.545584412271577
Diclofenac, 4-hydroxy	0	[]							
Dicofol	58	['ug/l']	0.0	0.0	0.0	0.0	1.8	0.03103448275862069	0.23635157914750046
Dicrotophos	1	['ug/l']	0.04	0.04	0.04	0.04	0.04	0.04	
Dieldrin	244	['ng/g' 'ug/l' 'pg/l' 'mg/kg' 'ug/kg     ' 'ug/kg']	0.0	0.0	0.0015	5.2250000000000005	366.0	18.82308852459018	51.63200995032121
Diesel fuel	0	[]							
Diethyl phthalate	0	[]							
Diethylstilbestrol	0	[]							
Dihydromorphine	0	[]							
Diltiazem hydrochloride	2	['% recovery']	95.8	105.1	114.4	123.7	133.0	114.4	26.30437226013957
Dimerin	0	[]							
Dimethachlor	0	[]							
Dimethachlor ESA	1	['% recovery']	80.3	80.3	80.3	80.3	80.3	80.3	
Dimethenamid	0	[]							
Dimethenamid ESA	1	['% recovery']	102.0	102.0	102.0	102.0	102.0	102.0	
Dimethoate	87	['ug/l']	-0.08800000000000001	0.0	0.0	0.0	0.89	0.02714597701149426	0.10980769427503465
Dimethomorph	0	[]							
Dimethyl phthalate	0	[]							
Dinitro-o-cresol	0	[]							
Dinoseb	58	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dioxathion	5	['ug/l']	0.04	0.063	0.085	0.256	0.38	0.1648	0.14742353950438172
Diphenamid	63	['% recovery']	36.0	65.45	73.1	79.85	106.0	71.97777777777779	13.191693921952025
Diphenylamine	0	[]							
Diquat	0	[]							
Disopyramide	1	['% recovery']	90.1	90.1	90.1	90.1	90.1	90.1	
Dissolved	0	[]							
Dissolved oxygen (DO)	19487	"['mg/l' '%' 'mg/l      ' 'ml/l      ' 'ppm       ' '%         '
 'g/ml      ']"	-1.0	5.92	7.52	8.4	9109.0	8.393297728678174	65.72102911834745
Dissolved oxygen saturation	7535	['%' 'mg/l' '% saturatn' '%         ' 'mg/l      ']	2.9	8.24	8.56	8.93	383.2	15.993757032019502	25.113136546292335
Disulfoton	75	['ug/l']	0.0	0.0	0.0	0.0	0.10800000000000001	0.006137333333333334	0.017445387939520298
Disulfoton sulfone	4	['ug/l']	0.013000000000000001	0.02725	0.0505	0.07125000000000001	0.078	0.048	0.03067028964106252
Diuron	136	['ug/l' 'ng/l']	0.0	0.0	0.031	0.925	1090.0	11.168299999999999	94.11483757464165
Diuron Metabolite	1	['% recovery']	92.0	92.0	92.0	92.0	92.0	92.0	
Dodecane	0	[]							
Dodecylbenzene	1	['ng/g      ']	4.73945	4.73945	4.73945	4.73945	4.73945	4.73945	
Dominant Wolman Pebble Size/Range	0	[]							
Donepezil	3	['% recovery']	95.5	96.65	97.8	101.9	106.0	99.76666666666667	5.519359866264686
Duloxetine	0	[]							
Dysprosium	33	['ppm       ']	0.2	1.0	3.366	5.3	8.93	3.3831515151515146	2.5273144358341635
EDDP perchlorate	0	[]							
EPA 821/R-02-013	0	[]							
Ecgonine methyl ester hydrochloride	1	['% recovery']	90.9	90.9	90.9	90.9	90.9	90.9	
Eicosane	0	[]							
Elevation, MSL	5	['ft        ']	5851.55	5851.59	5851.59	5851.59	5881.11	5857.486	13.20622883339503
Elevation, land surface, MSL	10	['ft        ']	10531.0	11237.0	11286.0	11425.75	11608.0	11272.3	303.28975877496714
Elevation, tailwater surface, MSL	7	['ft        ']	583.3	584.0	585.0	586.05	589.0	585.342857142857	2.0197831095253402
Elevation, water surface, MSL	10	['ft        ']	575.0	582.175	583.5	4534.82	5879.65	2168.121	2554.4384556577857
Embeddedness	3109	['%']	0.0	0.0	20.0	50.0	100.0	32.2251527822451	31.89252782546328
Endosulfan	0	[]							
Endosulfan sulfate	113	['ug/l' 'pg/l' 'ug/kg     ' 'ng/g      ' 'ng/g']	-0.001	0.0	0.0	14.0	200.0	15.61108849557522	34.493265933511665
Endrin	218	['ug/l' '% recovery' 'ng/g' 'ug/kg     ' 'pg/l' 'ng/g      ' 'ug/kg']	0.0	0.0	0.0	0.011500000000000002	375.0	14.177600917431198	40.560366280663274
Endrin aldehyde	55	['ug/l' 'ug/kg     ']	0.0	0.0	0.0	0.0	0.005	9.090909090909092e-05	0.0006741998624632426
Endrin ketone	0	[]							
Enterococci	40	['cfu/100ml' 'MPN/100 ml']	1.0	18.5	74.5	1375.0	50000.0	4608.375	11981.498017910995
Enterococcus	3719	['MPN' 'MPN/100ml' 'cfu/100ml ' 'MPN       ' 'cfu/100ml' 'MPN/100ml ']	0.0	4.0	10.0	28.0	98000.0	146.57867706372681	1824.1561532224912
Equilenin	0	[]							
Erythromycin	1	['% recovery']	111.0	111.0	111.0	111.0	111.0	111.0	
Erythromycin-H20	1	['ug/l']	0.024	0.024	0.024	0.024	0.024	0.024	
Erythromycin-anhydro	2	['% recovery']	91.9	92.4	92.9	93.4	93.9	92.9	1.4142135623730951
Escherichia	0	[]							
Escherichia coli	1296	"['cfu/100ml' 'MPN/100ml' 'MPN' 'MPN/100ml ' 'MPN       ' 'cfu/100ml '
 'MPN/100 ml' '#/100ml   ']"	-1.0	10.0	10.0	52.0	30000.0	198.85758487654317	1139.976572892031
Escitalopram	1	['% recovery']	103.0	103.0	103.0	103.0	103.0	103.0	
Esfenvalerate	5	['ug/kg']	0.1	0.4	0.5	0.5	1.4	0.58	0.4868264577855234
Estra-1,3,5,7,9-pentaen-17-one, 3-hydroxy-	0	[]							
Estradiol	0	[]							
Estrone	0	[]							
Ethalfluralin	8	['ug/l']	0.003	0.01	0.014499999999999999	0.030250000000000003	0.091	0.0285	0.032889425135053454
Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-	2	['% recovery']	97.7	98.525	99.35	100.175	101.0	99.35	2.333452377915605
Ethane	1	['mg/l']	0.0075	0.0075	0.0075	0.0075	0.0075	0.0075	
Ethanol, 2-(4-nonylphenoxy)-	0	[]							
Ethanone, 1-(2,3-dihydro-1,1,2,3,3,6-hexamethyl-1H-inden-5-yl)-	0	[]							
Ethanone, 1-[6-(1,1-dimethylethyl)-2,3-dihydro-1,1-dimethyl-1H-inden-4-yl]-	0	[]							
Ethene, 1,2-dibromo-	0	[]							
Ethinyl estradiol	0	[]							
Ethion	99	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.0	0.01	0.00010101010101010101	0.001005037815259214
Ethion monooxon	1	['ug/l']	0.002	0.002	0.002	0.002	0.002	0.002	
Ethoprop	6	['% recovery' 'ug/l']	-0.012	0.0022500000000000003	0.0035	66.376	116.0	34.08283333333333	53.51338711917483
Ethyl ether	0	[]							
Ethyl methacrylate	0	[]							
Ethyl tert-butyl ether	0	[]							
Ethylan	11	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ethylbenzene	138	['ug/l' 'ug/l      ']	0.0	0.0	0.0	0.0	24.0	0.2061884057971015	2.056580928858596
Ethylene	1	['%']	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	
Ethylene dibromide	91	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
